Data/Training/Pristine/4b3ab18aafdd1e6e9efa91a0c298064d.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4c9f7c5d2267d3acf74d14a6ebf47bec.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3e2675aef79e152afb49b648c2892d8a.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3c9926472714107a12fe4737140b5709.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/2dbcd37de21f5d9af5630b100c5e5cdd.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/2f4576f590a7f29416ddc348ba30b232.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/0d7590a44ca24a2c8ccca4988d32645c.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/2beb73c8ea5d194b004fd0508a855543.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/0e73727abe5eef1591b5828648e70287.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/00dffa8cb9db22527454bfa3c03b484b.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4a3fd0d22bf64c51d846e49a1d02836e.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3bd8794d515f2d65977a2c5de4e4e477.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/1a59d6491c0b8a7f8107346ebec894c3.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/5a2c17fb2299adfb232fb5c99b48afbc.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/6af277a42b1a7dd172e5181654f6df86.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4a3e54d07a648023c79fc962078abd0a.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3ce72f69f1d70fa6f4251bf620c971af.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/2f9ad33620e0442e236bfde71d6daf53.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/05e7e21796871e4303cac587265b5d60.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3c25a313952e0be34f48528d36816fe4.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/1f3cb8e3a0e12cd2108c52ebb00efcc4.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4bc96e868d4eb0477881c14c65c112a4.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/0ae073231a8d83d23ba135c33bf96f10.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3c50dcf1847612d830b15384e28a6b20.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/0cf8ce7feaeed8650226d1cb2a288fa8.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4b0328c1c0c0a20cabd216e72f0e1002.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/05d3b0b133dced8dca1d5f977f1ec04d.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/1f281eccd72ee61ac5cba076d14239cb.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/0de9cf6e52acfd2df2d8e4970805c201.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4b2afad66eb966a4d353b1c00bbfd0a0.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/1e9d183b2919ba8e66d24df72697b3ad.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4a803c2402240d2ede6810e9aacb38b3.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/2a63345084dc487dafe9c5a850caf549.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/5a42964c623d3056e47154b8b2aacf20.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4cf0e711b26495bbd617c8dcdc7a1585.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3cdaea0f3649ddf671135bb68aeb40f9.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4d283451b5c0de93d5595d66e5bbf719.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/02efa34b5034a41fb487ef38f07c321c.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3c8c56e88b6aebb17800b9b27ea69969.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4a8c2e0abef055ffc7f8d88c93c8ff65.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3abbc3e853e2e7e26827442a78794123.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/6b891152f0f4a379d600418e1e2c814d.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/5a25dce69a98d43ba6e9006a27876124.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/4eb87dd48e5bd507b983ba8dd7792e0e.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/5e786236789e3b9714b3a33eb3c08006.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3dbd82aef9a06d61fd9ff075af961605.png,0,0,1,1,pristine,Data/Training/Masks/general.png
Data/Training/Pristine/3fc5e991d9d67ade69e95d8422b8b694.png,0,0,1,1,pristine,Data/Training/Masks/general.png
